controller,severity,preload,afterload,load_stress,run,MAP RMSE (mmHg),Unsafe Event Rate (%)
Proposed CNN-Transformer,Moderate,High,Elevated,2.1470910553583886,5,6.8209223878971175,3.7609983962800713
Proposed CNN-Transformer,Moderate,High,Elevated,2.1470910553583886,6,5.963496430860792,5.5438597995770085
Proposed CNN-Transformer,Moderate,High,Elevated,2.1470910553583886,7,6.548748854514411,4.720653844996444
Proposed CNN-Transformer,Moderate,High,Elevated,2.1470910553583886,8,6.082251594458718,4.799602902717051
Proposed CNN-Transformer,Moderate,High,Elevated,2.1470910553583886,9,5.805048921788692,5.298838799789007
Proposed CNN-Transformer,Moderate,High,Elevated,2.1470910553583886,10,6.656888433162473,4.567690477191423
Proposed CNN-Transformer,Moderate,High,High,2.831960451701259,1,8.598944305953191,5.598181027446681
Proposed CNN-Transformer,Moderate,High,High,2.831960451701259,2,8.012753610337755,5.0938595485042635
Proposed CNN-Transformer,Moderate,High,High,2.831960451701259,3,6.128484292192534,7.438291844684625
Proposed CNN-Transformer,Moderate,High,High,2.831960451701259,4,6.22970246807011,6.985108064425254
Proposed CNN-Transformer,Moderate,High,High,2.831960451701259,5,6.481357507659455,6.144757768131561
Proposed CNN-Transformer,Moderate,High,High,2.831960451701259,6,7.005307002860172,6.043217285865855
Proposed CNN-Transformer,Moderate,High,High,2.831960451701259,7,7.385822827478091,5.265627553107986
Proposed CNN-Transformer,Moderate,High,High,2.831960451701259,8,7.433153550968521,4.931273464073708
Proposed CNN-Transformer,Moderate,High,High,2.831960451701259,9,8.497292155046903,6.591572517016081
Proposed CNN-Transformer,Moderate,High,High,2.831960451701259,10,7.46986805945799,6.248984941431199
Proposed CNN-Transformer,Severe,Low,Low,2.1400934559032696,1,5.9925514524507015,6.790403619535465
Proposed CNN-Transformer,Severe,Low,Low,2.1400934559032696,2,7.038815564929223,6.029986890610656
Proposed CNN-Transformer,Severe,Low,Low,2.1400934559032696,3,5.738916058908172,7.164549807003033
Proposed CNN-Transformer,Severe,Low,Low,2.1400934559032696,4,6.301000507752237,5.515666941050125
Proposed CNN-Transformer,Severe,Low,Low,2.1400934559032696,5,7.339235819158561,5.163261982800024
Proposed CNN-Transformer,Severe,Low,Low,2.1400934559032696,6,7.180726072594568,6.921280364454179
Proposed CNN-Transformer,Severe,Low,Low,2.1400934559032696,7,6.356702378703297,5.612811126475578
Proposed CNN-Transformer,Severe,Low,Low,2.1400934559032696,8,8.67332576142008,6.059542944259943
Proposed CNN-Transformer,Severe,Low,Low,2.1400934559032696,9,7.026898218067825,6.721035665428424
Proposed CNN-Transformer,Severe,Low,Low,2.1400934559032696,10,7.442778852730073,5.025437428808002
Proposed CNN-Transformer,Severe,Low,Reduced,1.8027756377319946,1,7.047257910627957,5.095686681532116
Proposed CNN-Transformer,Severe,Low,Reduced,1.8027756377319946,2,6.61796347232421,4.897266376170438
Proposed CNN-Transformer,Severe,Low,Reduced,1.8027756377319946,3,6.90603506186969,5.995491484723531
Proposed CNN-Transformer,Severe,Low,Reduced,1.8027756377319946,4,5.744360135973615,4.83966767120542
Proposed CNN-Transformer,Severe,Low,Reduced,1.8027756377319946,5,5.7160577462686115,5.252035085577498
Proposed CNN-Transformer,Severe,Low,Reduced,1.8027756377319946,6,4.772435879472328,5.47510939181527
Proposed CNN-Transformer,Severe,Low,Reduced,1.8027756377319946,7,6.499271392990925,6.162712178163791
Proposed CNN-Transformer,Severe,Low,Reduced,1.8027756377319946,8,6.0662433862422604,6.211160063906978
Proposed CNN-Transformer,Severe,Low,Reduced,1.8027756377319946,9,6.360534654830045,4.749901201999153
Proposed CNN-Transformer,Severe,Low,Reduced,1.8027756377319946,10,7.266362627700224,5.4644832402332115
Proposed CNN-Transformer,Severe,Low,Normal,1.7,1,5.73967067222914,4.925581215336096
Proposed CNN-Transformer,Severe,Low,Normal,1.7,2,5.545181974537184,3.893682286968547
Proposed CNN-Transformer,Severe,Low,Normal,1.7,3,6.288726920521614,5.647289657442635
Proposed CNN-Transformer,Severe,Low,Normal,1.7,4,5.713658772036197,5.089279922019674
Proposed CNN-Transformer,Severe,Low,Normal,1.7,5,6.472025913418761,5.838730589760218
Proposed CNN-Transformer,Severe,Low,Normal,1.7,6,6.242163456232739,3.736191139563403
Proposed CNN-Transformer,Severe,Low,Normal,1.7,7,6.614167881282224,4.105599130432608
Proposed CNN-Transformer,Severe,Low,Normal,1.7,8,5.700790581665904,4.766801739455154
Proposed CNN-Transformer,Severe,Low,Normal,1.7,9,5.031793249907418,4.766730845434617
Proposed CNN-Transformer,Severe,Low,Normal,1.7,10,6.111859846129045,6.620583234883155
Proposed CNN-Transformer,Severe,Low,Elevated,1.972308292331602,1,6.166079116333356,4.989367788212706
Proposed CNN-Transformer,Severe,Low,Elevated,1.972308292331602,2,6.491773914247368,6.420274040489739
Proposed CNN-Transformer,Severe,Low,Elevated,1.972308292331602,3,6.180271948089825,5.680133279982545
Proposed CNN-Transformer,Severe,Low,Elevated,1.972308292331602,4,6.06582493849277,6.110624105883719
Proposed CNN-Transformer,Severe,Low,Elevated,1.972308292331602,5,7.019148710314484,5.386479793939473
Proposed CNN-Transformer,Severe,Low,Elevated,1.972308292331602,6,7.034063883952514,5.699265615190571
Proposed CNN-Transformer,Severe,Low,Elevated,1.972308292331602,7,6.129949164304252,6.571223584248218
Proposed CNN-Transformer,Severe,Low,Elevated,1.972308292331602,8,6.631375765750699,3.8471642775915873
Proposed CNN-Transformer,Severe,Low,Elevated,1.972308292331602,9,4.907394464192485,5.406007479884273
Proposed CNN-Transformer,Severe,Low,Elevated,1.972308292331602,10,6.806183537725422,5.720229535960568
Proposed CNN-Transformer,Severe,Low,High,2.701851217221259,1,7.490045451720812,4.413678852117117
Proposed CNN-Transformer,Severe,Low,High,2.701851217221259,2,6.096803664326,7.719487590497971
Proposed CNN-Transformer,Severe,Low,High,2.701851217221259,3,5.521890348673126,6.580430014921731
Proposed CNN-Transformer,Severe,Low,High,2.701851217221259,4,6.733767496415232,6.414499053827474
Proposed CNN-Transformer,Severe,Low,High,2.701851217221259,5,8.215869895593483,5.839826335551643
Proposed CNN-Transformer,Severe,Low,High,2.701851217221259,6,6.795257603987192,8.22041247476763
Proposed CNN-Transformer,Severe,Low,High,2.701851217221259,7,10.59748466532887,8.73451797595483
Proposed CNN-Transformer,Severe,Low,High,2.701851217221259,8,8.664762177939954,6.561645560502428
Proposed CNN-Transformer,Severe,Low,High,2.701851217221259,9,7.018522963854846,5.640665968639479
Proposed CNN-Transformer,Severe,Low,High,2.701851217221259,10,8.812774733309366,8.258867708443152
Proposed CNN-Transformer,Severe,Reduced,Low,1.5264337522473748,1,6.085326970690532,4.397856324175668
Proposed CNN-Transformer,Severe,Reduced,Low,1.5264337522473748,2,5.9012572668278604,5.480588631593378
Proposed CNN-Transformer,Severe,Reduced,Low,1.5264337522473748,3,4.2629831737305075,4.381204685219621
Proposed CNN-Transformer,Severe,Reduced,Low,1.5264337522473748,4,6.01278747780765,5.638582132073049
Proposed CNN-Transformer,Severe,Reduced,Low,1.5264337522473748,5,5.641045308806238,6.350978130519787
Proposed CNN-Transformer,Severe,Reduced,Low,1.5264337522473748,6,6.804350875493372,4.1230432680720925
Proposed CNN-Transformer,Severe,Reduced,Low,1.5264337522473748,7,5.514113307795787,5.239045538030035
Proposed CNN-Transformer,Severe,Reduced,Low,1.5264337522473748,8,6.808416818974606,3.5084431749334026
Proposed CNN-Transformer,Severe,Reduced,Low,1.5264337522473748,9,6.846036684614056,3.7878411975919115
Proposed CNN-Transformer,Severe,Reduced,Low,1.5264337522473748,10,5.900577379334845,4.544429025061936
Proposed CNN-Transformer,Severe,Reduced,Reduced,1.0,1,5.194585787435496,3.831034431294348
Proposed CNN-Transformer,Severe,Reduced,Reduced,1.0,2,5.679239483952469,4.372098581256969
Proposed CNN-Transformer,Severe,Reduced,Reduced,1.0,3,4.98756498398464,5.506210501285273
Proposed CNN-Transformer,Severe,Reduced,Reduced,1.0,4,6.194473204428042,4.510447710771498
Proposed CNN-Transformer,Severe,Reduced,Reduced,1.0,5,6.1723066704818015,2.593810894752291
Proposed CNN-Transformer,Severe,Reduced,Reduced,1.0,6,5.47776140823996,2.961164219311092
Proposed CNN-Transformer,Severe,Reduced,Reduced,1.0,7,5.072014851666902,3.6667260296580504
Proposed CNN-Transformer,Severe,Reduced,Reduced,1.0,8,5.735470575498731,4.046584608308859
Proposed CNN-Transformer,Severe,Reduced,Reduced,1.0,9,5.4813095110404655,4.261481271438746
Proposed CNN-Transformer,Severe,Reduced,Reduced,1.0,10,4.519997357527193,2.961082867518609
Proposed CNN-Transformer,Severe,Reduced,Normal,0.8,1,5.159593644604518,2.967527087136445
Proposed CNN-Transformer,Severe,Reduced,Normal,0.8,2,4.08338822852089,3.811020490537252
Proposed CNN-Transformer,Severe,Reduced,Normal,0.8,3,4.982898380573234,3.4606648790269485
Proposed CNN-Transformer,Severe,Reduced,Normal,0.8,4,7.064556326207571,3.2053059270458437
Proposed CNN-Transformer,Severe,Reduced,Normal,0.8,5,4.050307737338455,3.3375158784480656
Proposed CNN-Transformer,Severe,Reduced,Normal,0.8,6,4.677314641427995,3.8724007047829025
Proposed CNN-Transformer,Severe,Reduced,Normal,0.8,7,4.977225901613358,2.786506837362809
Proposed CNN-Transformer,Severe,Reduced,Normal,0.8,8,4.798096296095857,3.4303020319671886
Proposed CNN-Transformer,Severe,Reduced,Normal,0.8,9,4.325200504309744,4.336472289438167
Proposed CNN-Transformer,Severe,Reduced,Normal,0.8,10,4.3880580826643,4.543389880970857
Proposed CNN-Transformer,Severe,Reduced,Elevated,1.2806248474865698,1,5.40255278252924,5.276157342478337
Proposed CNN-Transformer,Severe,Reduced,Elevated,1.2806248474865698,2,4.828031208088415,4.068347507628142
Proposed CNN-Transformer,Severe,Reduced,Elevated,1.2806248474865698,3,5.827893354307623,4.2249584470539165
Proposed CNN-Transformer,Severe,Reduced,Elevated,1.2806248474865698,4,6.023819541552689,6.119014439883826
Proposed CNN-Transformer,Severe,Reduced,Elevated,1.2806248474865698,5,6.117655383603911,5.424845507762268
Proposed CNN-Transformer,Severe,Reduced,Elevated,1.2806248474865698,6,3.8334630516256616,3.149630485347217
Proposed CNN-Transformer,Severe,Reduced,Elevated,1.2806248474865698,7,3.1029199492981236,3.0376951392829405
Proposed CNN-Transformer,Severe,Reduced,Elevated,1.2806248474865698,8,5.874567615194203,5.2080356768822496
Proposed CNN-Transformer,Severe,Reduced,Elevated,1.2806248474865698,9,3.954579373313757,4.289378194813606
Proposed CNN-Transformer,Severe,Reduced,Elevated,1.2806248474865698,10,6.714718667217942,4.222055905657167
Proposed CNN-Transformer,Severe,Reduced,High,2.247220505424423,1,6.58963086614685,7.075511519783336
Proposed CNN-Transformer,Severe,Reduced,High,2.247220505424423,2,6.919739047973188,4.121835700182827
Proposed CNN-Transformer,Severe,Reduced,High,2.247220505424423,3,7.568722146525387,6.282571644408127
Proposed CNN-Transformer,Severe,Reduced,High,2.247220505424423,4,7.1032242938791486,5.830879302307188
Proposed CNN-Transformer,Severe,Reduced,High,2.247220505424423,5,5.6032014864745765,7.645212031144273
Proposed CNN-Transformer,Severe,Reduced,High,2.247220505424423,6,7.766555135499408,4.827732487352634
Proposed CNN-Transformer,Severe,Reduced,High,2.247220505424423,7,6.438894581510796,5.514481384282233
Proposed CNN-Transformer,Severe,Reduced,High,2.247220505424423,8,8.02853127467887,7.032044537924339
Proposed CNN-Transformer,Severe,Reduced,High,2.247220505424423,9,6.817033902606891,6.71617514020547
Proposed CNN-Transformer,Severe,Reduced,High,2.247220505424423,10,5.792367881598949,5.486266524193189
Proposed CNN-Transformer,Severe,Normal,Low,1.3,1,4.950973544160967,4.726826157192096
Proposed CNN-Transformer,Severe,Normal,Low,1.3,2,3.9877879175429536,3.130053066772528
Proposed CNN-Transformer,Severe,Normal,Low,1.3,3,5.9394248067087725,4.136479758590373
Proposed CNN-Transformer,Severe,Normal,Low,1.3,4,5.318552996282052,4.593684446998427
Proposed CNN-Transformer,Severe,Normal,Low,1.3,5,4.534506154244314,4.106706949273455
Proposed CNN-Transformer,Severe,Normal,Low,1.3,6,5.324004935501391,5.083548391952079
Proposed CNN-Transformer,Severe,Normal,Low,1.3,7,4.339826991671996,5.395730942200292
Proposed CNN-Transformer,Severe,Normal,Low,1.3,8,5.216102441115636,3.9645426232484167
Proposed CNN-Transformer,Severe,Normal,Low,1.3,9,5.907437365635402,4.4424132321779135
Proposed CNN-Transformer,Severe,Normal,Low,1.3,10,5.4521921677237355,3.7063300635324588
Proposed CNN-Transformer,Severe,Normal,Reduced,0.6,1,5.094313967046114,4.221017105470701
Proposed CNN-Transformer,Severe,Normal,Reduced,0.6,2,4.1839437752609925,3.8805624674700097
Proposed CNN-Transformer,Severe,Normal,Reduced,0.6,3,4.908057372758495,4.025613465390463
Proposed CNN-Transformer,Severe,Normal,Reduced,0.6,4,3.5427399720155743,4.669903303262093
Proposed CNN-Transformer,Severe,Normal,Reduced,0.6,5,4.6906793142131695,3.683620154052968
Proposed CNN-Transformer,Severe,Normal,Reduced,0.6,6,4.08331177304466,4.035102129243995
Proposed CNN-Transformer,Severe,Normal,Reduced,0.6,7,5.133619368178982,2.829786990997487
Proposed CNN-Transformer,Severe,Normal,Reduced,0.6,8,4.962135196216265,2.454597534275068
Proposed CNN-Transformer,Severe,Normal,Reduced,0.6,9,4.430393746119529,3.70864267714791
Proposed CNN-Transformer,Severe,Normal,Reduced,0.6,10,5.547805883218399,2.811450732055784
Proposed CNN-Transformer,Severe,Normal,Normal,0.0,1,4.390266805896429,3.3739290896900145
Proposed CNN-Transformer,Severe,Normal,Normal,0.0,2,4.5584517985726345,2.615624531385861
Proposed CNN-Transformer,Severe,Normal,Normal,0.0,3,4.730885926595597,3.9961168486578664
Proposed CNN-Transformer,Severe,Normal,Normal,0.0,4,3.973821102142113,3.333689836912699
Proposed CNN-Transformer,Severe,Normal,Normal,0.0,5,4.6886244857635715,2.9291462152928402
Proposed CNN-Transformer,Severe,Normal,Normal,0.0,6,3.9401492694123212,3.2894838132473576
Proposed CNN-Transformer,Severe,Normal,Normal,0.0,7,3.2521280041141085,2.6292762476890985
Proposed CNN-Transformer,Severe,Normal,Normal,0.0,8,3.7652601041901317,3.801575327725465
Proposed CNN-Transformer,Severe,Normal,Normal,0.0,9,3.7483435438948045,3.3821634861634853
Proposed CNN-Transformer,Severe,Normal,Normal,0.0,10,3.933614965101801,2.703166844291707
Proposed CNN-Transformer,Severe,Normal,Elevated,1.0,1,4.527915801660964,4.026842964359768
Proposed CNN-Transformer,Severe,Normal,Elevated,1.0,2,4.811004295278809,3.56717236008618
Proposed CNN-Transformer,Severe,Normal,Elevated,1.0,3,4.25464630492532,3.609360503858512
Proposed CNN-Transformer,Severe,Normal,Elevated,1.0,4,4.393457725291945,3.232161965284064
Proposed CNN-Transformer,Severe,Normal,Elevated,1.0,5,5.3994151246456275,4.330657856620408
Proposed CNN-Transformer,Severe,Normal,Elevated,1.0,6,4.678203132284583,2.585650219035461
Proposed CNN-Transformer,Severe,Normal,Elevated,1.0,7,4.724023234651982,3.7998472733053674
Proposed CNN-Transformer,Severe,Normal,Elevated,1.0,8,4.590368645674006,4.157351639495088
Proposed CNN-Transformer,Severe,Normal,Elevated,1.0,9,5.089743975468459,4.591271548617582
Proposed CNN-Transformer,Severe,Normal,Elevated,1.0,10,5.064512765078327,3.64579543830063
Proposed CNN-Transformer,Severe,Normal,High,2.1,1,7.693871410275154,4.484273029274748
Proposed CNN-Transformer,Severe,Normal,High,2.1,2,6.838247710893934,5.095658170386382
Proposed CNN-Transformer,Severe,Normal,High,2.1,3,6.9376516002747985,6.056191271060082
Proposed CNN-Transformer,Severe,Normal,High,2.1,4,5.359226669817552,5.736927781538732
Proposed CNN-Transformer,Severe,Normal,High,2.1,5,8.075589844889755,5.517244419707023
Proposed CNN-Transformer,Severe,Normal,High,2.1,6,6.2470914607467325,4.637121608118443
Proposed CNN-Transformer,Severe,Normal,High,2.1,7,7.66252795879076,6.544060980156295
Proposed CNN-Transformer,Severe,Normal,High,2.1,8,7.595192331982581,6.697620138005144
Proposed CNN-Transformer,Severe,Normal,High,2.1,9,6.495492456469119,5.187444036607775
Proposed CNN-Transformer,Severe,Normal,High,2.1,10,6.882545371826236,4.427212604199796
Proposed CNN-Transformer,Severe,Elevated,Low,1.5811388300841898,1,5.952682253375357,4.450225483077667
Proposed CNN-Transformer,Severe,Elevated,Low,1.5811388300841898,2,6.727793408613748,3.88354996499044
Proposed CNN-Transformer,Severe,Elevated,Low,1.5811388300841898,3,5.278906172162655,5.041436831247148
Proposed CNN-Transformer,Severe,Elevated,Low,1.5811388300841898,4,6.404045946915655,4.080770422334549
Proposed CNN-Transformer,Severe,Elevated,Low,1.5811388300841898,5,6.6343232845482545,5.829007393564893
Proposed CNN-Transformer,Severe,Elevated,Low,1.5811388300841898,6,5.193654718221038,5.3739997190245
Proposed CNN-Transformer,Severe,Elevated,Low,1.5811388300841898,7,5.468532936278411,5.223760211088254
Proposed CNN-Transformer,Severe,Elevated,Low,1.5811388300841898,8,5.781705143423676,4.747679629525212
Proposed CNN-Transformer,Severe,Elevated,Low,1.5811388300841898,9,5.067431458143192,4.6626460648488885
Proposed CNN-Transformer,Severe,Elevated,Low,1.5811388300841898,10,4.636794120290142,5.687568200880669
Proposed CNN-Transformer,Severe,Elevated,Reduced,1.0816653826391966,1,5.733982361242005,3.4513293268812295
Proposed CNN-Transformer,Severe,Elevated,Reduced,1.0816653826391966,2,4.0494548253398,3.3942484855284314
Proposed CNN-Transformer,Severe,Elevated,Reduced,1.0816653826391966,3,4.589380347082247,4.253635763289605
Proposed CNN-Transformer,Severe,Elevated,Reduced,1.0816653826391966,4,5.693448719007105,3.577889808665943
Proposed CNN-Transformer,Severe,Elevated,Reduced,1.0816653826391966,5,5.385401223290021,3.8416034717051577
Proposed CNN-Transformer,Severe,Elevated,Reduced,1.0816653826391966,6,4.826498505343582,3.6395735765280737
Proposed CNN-Transformer,Severe,Elevated,Reduced,1.0816653826391966,7,4.79445602777463,5.186711924518907
Proposed CNN-Transformer,Severe,Elevated,Reduced,1.0816653826391966,8,5.627409110452779,4.669913426184539
Proposed CNN-Transformer,Severe,Elevated,Reduced,1.0816653826391966,9,5.308849573949993,4.914095372729235
Proposed CNN-Transformer,Severe,Elevated,Reduced,1.0816653826391966,10,4.837211580079027,4.675421498683457
Proposed CNN-Transformer,Severe,Elevated,Normal,0.9,1,5.396480165830219,3.8586736737823535
Proposed CNN-Transformer,Severe,Elevated,Normal,0.9,2,5.774543164612138,3.9696124677205025
Proposed CNN-Transformer,Severe,Elevated,Normal,0.9,3,4.556430541546761,3.6430078528057552
Proposed CNN-Transformer,Severe,Elevated,Normal,0.9,4,5.18174544387415,4.347395273089414
Proposed CNN-Transformer,Severe,Elevated,Normal,0.9,5,5.403882983066322,4.210091002957374
Proposed CNN-Transformer,Severe,Elevated,Normal,0.9,6,4.998415699363741,3.9645211845728507
Proposed CNN-Transformer,Severe,Elevated,Normal,0.9,7,4.314642439267021,3.888589396213676
Proposed CNN-Transformer,Severe,Elevated,Normal,0.9,8,4.989023137545607,5.287004560066076
Proposed CNN-Transformer,Severe,Elevated,Normal,0.9,9,5.5710128493168725,4.705552858839012
Proposed CNN-Transformer,Severe,Elevated,Normal,0.9,10,5.670485247977843,3.5952681624591714
Proposed CNN-Transformer,Severe,Elevated,Elevated,1.3453624047073711,1,5.170401568315054,3.78509209611738
Proposed CNN-Transformer,Severe,Elevated,Elevated,1.3453624047073711,2,5.927275607309093,3.054622083028064
Proposed CNN-Transformer,Severe,Elevated,Elevated,1.3453624047073711,3,5.4590671697522755,3.1093042355654794
Proposed CNN-Transformer,Severe,Elevated,Elevated,1.3453624047073711,4,5.873566769507513,3.261999645548013
Proposed CNN-Transformer,Severe,Elevated,Elevated,1.3453624047073711,5,4.56569899413391,5.0496970252862665
Proposed CNN-Transformer,Severe,Elevated,Elevated,1.3453624047073711,6,5.189922280739217,4.974604946510546
Proposed CNN-Transformer,Severe,Elevated,Elevated,1.3453624047073711,7,4.470142482057317,3.9184150790745456
Proposed CNN-Transformer,Severe,Elevated,Elevated,1.3453624047073711,8,5.450234948587868,5.0689622452470635
Proposed CNN-Transformer,Severe,Elevated,Elevated,1.3453624047073711,9,4.458452569920868,3.4735306603859475
Proposed CNN-Transformer,Severe,Elevated,Elevated,1.3453624047073711,10,5.906718300709116,4.560401013359031
Proposed CNN-Transformer,Severe,Elevated,High,2.2847319317591723,1,7.601620853266003,5.871444432044106
Proposed CNN-Transformer,Severe,Elevated,High,2.2847319317591723,2,7.633525374209845,5.995316557407609
Proposed CNN-Transformer,Severe,Elevated,High,2.2847319317591723,3,6.698253185866935,6.328909758362476
Proposed CNN-Transformer,Severe,Elevated,High,2.2847319317591723,4,6.708106491442923,7.340799523361852
Proposed CNN-Transformer,Severe,Elevated,High,2.2847319317591723,5,6.990017274884447,5.875875000101864
Proposed CNN-Transformer,Severe,Elevated,High,2.2847319317591723,6,7.370208572636715,5.287590062431559
Proposed CNN-Transformer,Severe,Elevated,High,2.2847319317591723,7,6.97798848132154,5.1491814852125115
Proposed CNN-Transformer,Severe,Elevated,High,2.2847319317591723,8,6.060524800896786,4.123355977248036
Proposed CNN-Transformer,Severe,Elevated,High,2.2847319317591723,9,6.010062908747613,5.232192842881012
Proposed CNN-Transformer,Severe,Elevated,High,2.2847319317591723,10,7.772937087530787,5.440965982755683
Proposed CNN-Transformer,Severe,High,Low,2.3021728866442674,1,7.7007853468909575,5.973320250924234
Proposed CNN-Transformer,Severe,High,Low,2.3021728866442674,2,8.378800198181272,5.943080422163134
Proposed CNN-Transformer,Severe,High,Low,2.3021728866442674,3,7.087893767427602,6.133212586872416
Proposed CNN-Transformer,Severe,High,Low,2.3021728866442674,4,6.431779481241253,5.877406598072191
Proposed CNN-Transformer,Severe,High,Low,2.3021728866442674,5,7.801625497843527,5.697821019353288
Proposed CNN-Transformer,Severe,High,Low,2.3021728866442674,6,7.020382082424249,8.1292282774007
Proposed CNN-Transformer,Severe,High,Low,2.3021728866442674,7,7.713942604179695,5.2196092413317805
Proposed CNN-Transformer,Severe,High,Low,2.3021728866442674,8,7.062439335555249,4.8595170031384125
Proposed CNN-Transformer,Severe,High,Low,2.3021728866442674,9,5.5900661413061705,5.188190196078038
Proposed CNN-Transformer,Severe,High,Low,2.3021728866442674,10,5.88327757485757,6.872641190287901
Proposed CNN-Transformer,Severe,High,Reduced,1.9924858845171274,1,6.72035275329476,5.541366977134404
Proposed CNN-Transformer,Severe,High,Reduced,1.9924858845171274,2,6.997854197109453,6.414407056502076
Proposed CNN-Transformer,Severe,High,Reduced,1.9924858845171274,3,6.935051823205989,4.034530559176636
Proposed CNN-Transformer,Severe,High,Reduced,1.9924858845171274,4,6.456269931235206,6.13695553607447
Proposed CNN-Transformer,Severe,High,Reduced,1.9924858845171274,5,7.097646652469821,4.879093459420571
Proposed CNN-Transformer,Severe,High,Reduced,1.9924858845171274,6,8.343009931556153,3.9578065704412353
Proposed CNN-Transformer,Severe,High,Reduced,1.9924858845171274,7,7.787262933898759,4.043322020891144
Proposed CNN-Transformer,Severe,High,Reduced,1.9924858845171274,8,5.583212940396831,5.94806615038628
Proposed CNN-Transformer,Severe,High,Reduced,1.9924858845171274,9,4.71865932316191,6.235848762016269
Proposed CNN-Transformer,Severe,High,Reduced,1.9924858845171274,10,5.453035514507892,4.474861847005844
Proposed CNN-Transformer,Severe,High,Normal,1.9,1,5.7934195995276925,5.202689824800609
Proposed CNN-Transformer,Severe,High,Normal,1.9,2,5.753367560445432,7.139797174353545
Proposed CNN-Transformer,Severe,High,Normal,1.9,3,6.986069904305066,6.824838567986792
Proposed CNN-Transformer,Severe,High,Normal,1.9,4,5.585667721638871,4.322376253426584
Proposed CNN-Transformer,Severe,High,Normal,1.9,5,5.5420190512108345,5.929452718294359
Proposed CNN-Transformer,Severe,High,Normal,1.9,6,5.953460305690616,6.155237084396787
Proposed CNN-Transformer,Severe,High,Normal,1.9,7,5.749330489947713,5.390695146684753
Proposed CNN-Transformer,Severe,High,Normal,1.9,8,6.941603768383712,4.681192189978996
Proposed CNN-Transformer,Severe,High,Normal,1.9,9,6.197235925592151,5.877185836402502
Proposed CNN-Transformer,Severe,High,Normal,1.9,10,5.477713283994128,5.649549003288809
Proposed CNN-Transformer,Severe,High,Elevated,2.1470910553583886,1,6.8255554385569095,6.820733012815442
Proposed CNN-Transformer,Severe,High,Elevated,2.1470910553583886,2,5.948302863087661,6.1479242449373
Proposed CNN-Transformer,Severe,High,Elevated,2.1470910553583886,3,7.900664991858486,6.419415952987079
Proposed CNN-Transformer,Severe,High,Elevated,2.1470910553583886,4,7.203285040147066,4.339621201072012
Proposed CNN-Transformer,Severe,High,Elevated,2.1470910553583886,5,6.390832849642171,6.634245913853357
Proposed CNN-Transformer,Severe,High,Elevated,2.1470910553583886,6,6.343400034825026,6.633584789495536
Proposed CNN-Transformer,Severe,High,Elevated,2.1470910553583886,7,8.192836479156254,6.276454957790496
Proposed CNN-Transformer,Severe,High,Elevated,2.1470910553583886,8,6.2873746450261025,6.690344275445791
Proposed CNN-Transformer,Severe,High,Elevated,2.1470910553583886,9,6.930337894506564,6.178171574042422
Proposed CNN-Transformer,Severe,High,Elevated,2.1470910553583886,10,6.935265974454219,5.473434186065673
Proposed CNN-Transformer,Severe,High,High,2.831960451701259,1,8.581087107503608,7.773316959334199
Proposed CNN-Transformer,Severe,High,High,2.831960451701259,2,8.744398483562879,6.791449791012103
Proposed CNN-Transformer,Severe,High,High,2.831960451701259,3,7.7582144602048375,8.153078144409157
Proposed CNN-Transformer,Severe,High,High,2.831960451701259,4,7.743910960388538,7.693162877942637
Proposed CNN-Transformer,Severe,High,High,2.831960451701259,5,8.367141080346533,6.71018600622076
Proposed CNN-Transformer,Severe,High,High,2.831960451701259,6,7.11786938382497,7.633909767030605
Proposed CNN-Transformer,Severe,High,High,2.831960451701259,7,8.26252798043197,7.337182927904836
Proposed CNN-Transformer,Severe,High,High,2.831960451701259,8,7.671243569729035,8.023363809527275
Proposed CNN-Transformer,Severe,High,High,2.831960451701259,9,7.266574034196158,8.265033156137095
Proposed CNN-Transformer,Severe,High,High,2.831960451701259,10,7.8105101749074395,5.924692628076282
Proposed CNN-Transformer,Advanced,Low,Low,2.1400934559032696,1,8.15889260700859,5.677995193382215
Proposed CNN-Transformer,Advanced,Low,Low,2.1400934559032696,2,6.2088575208041705,5.414855513680679
Proposed CNN-Transformer,Advanced,Low,Low,2.1400934559032696,3,7.813163187280568,6.667593443451662
Proposed CNN-Transformer,Advanced,Low,Low,2.1400934559032696,4,8.966814520895436,7.45764291736559
Proposed CNN-Transformer,Advanced,Low,Low,2.1400934559032696,5,8.016217274531439,5.7597752657249535
Proposed CNN-Transformer,Advanced,Low,Low,2.1400934559032696,6,7.626000153559415,5.7369878309252975
Proposed CNN-Transformer,Advanced,Low,Low,2.1400934559032696,7,6.766927485846841,7.671165682294961
Proposed CNN-Transformer,Advanced,Low,Low,2.1400934559032696,8,8.277310853287773,6.176654352136633
Proposed CNN-Transformer,Advanced,Low,Low,2.1400934559032696,9,8.064492718874783,6.591310381096621
Proposed CNN-Transformer,Advanced,Low,Low,2.1400934559032696,10,6.7387780013574545,7.452452207550728
Proposed CNN-Transformer,Advanced,Low,Reduced,1.8027756377319946,1,7.236474567385654,6.736250419647187
Proposed CNN-Transformer,Advanced,Low,Reduced,1.8027756377319946,2,7.8290697930923026,6.267637734486667
Proposed CNN-Transformer,Advanced,Low,Reduced,1.8027756377319946,3,7.167273429529112,6.962750227349789
