time_s,controller,relative_demand,target_flow_L_min,MAP_mmHg,Pump_flow_L_min,Pump_speed_krpm
128.5,Proposed CNN-Transformer,0.4765839041620251,4.65,80.38315279137774,4.608495255473799,8.821509211234096
129.0,Proposed CNN-Transformer,0.46845668159884096,4.65,80.40602491425248,4.607243340536736,8.81503681361903
129.5,Proposed CNN-Transformer,0.4605096550513309,4.65,80.60904745920278,4.648872679103213,8.834969537805476
130.0,Proposed CNN-Transformer,0.4527780726267968,4.65,80.51022510965615,4.654894092454806,8.835025313860909
130.5,Proposed CNN-Transformer,0.4452928465132481,4.65,80.4187205262478,4.662845699662857,8.854192885209585
131.0,Proposed CNN-Transformer,0.43808048874887423,4.65,80.50957514171235,4.708240719576871,8.836140989365187
131.5,Proposed CNN-Transformer,0.4311631168395874,4.65,80.52831102370627,4.754218056210294,8.830318491039007
132.0,Proposed CNN-Transformer,0.4245585240453554,4.65,80.56413503482764,4.7303201874530645,8.833395193108634
132.5,Proposed CNN-Transformer,0.4182803082004446,4.65,80.66934639180715,4.739206400970817,8.821741578139502
133.0,Proposed CNN-Transformer,0.412338052194324,4.65,80.52556758903826,4.739711505323774,8.845953586587084
133.5,Proposed CNN-Transformer,0.4067375487217398,4.65,80.43460571123755,4.731885201264218,8.831938876024564
134.0,Proposed CNN-Transformer,0.4014810616085497,4.65,80.48579801576281,4.731518610704869,8.817132139923224
134.5,Proposed CNN-Transformer,0.39656761592442524,4.65,80.44149848462952,4.766109752899573,8.785918559550765
135.0,Proposed CNN-Transformer,0.39199330918938335,4.65,80.30153747529842,4.730831717970408,8.7900051722973
135.5,Proposed CNN-Transformer,0.38775163624887726,4.65,80.1601576512899,4.736248873547699,8.787991627005312
136.0,Proposed CNN-Transformer,0.3838338208091532,4.65,79.94317728802093,4.729287177821704,8.79107019204208
136.5,Proposed CNN-Transformer,0.380229147165786,4.65,79.8464931503851,4.721225306529946,8.777796435079555
137.0,Proposed CNN-Transformer,0.376925286297508,4.65,80.01302073029694,4.710481157908096,8.78818785011786
137.5,Proposed CNN-Transformer,0.3739086112081346,4.65,79.76857184301907,4.692061497722364,8.78341382328392
138.0,Proposed CNN-Transformer,0.3711644971556325,4.65,79.54346639777631,4.66555673079826,8.765849080592467
138.5,Proposed CNN-Transformer,0.36867760318460613,4.65,79.57412004168772,4.675586266173576,8.764442029522343
139.0,Proposed CNN-Transformer,0.3664321321541326,4.65,79.65739563220116,4.627318261128896,8.759480995447747
139.5,Proposed CNN-Transformer,0.3644120672068869,4.65,79.73113932358528,4.6357429256236955,8.74873832283537
140.0,Proposed CNN-Transformer,0.36260138334068837,4.65,79.75073332377991,4.612965986772066,8.729615694701492
0.0,Existing DRL,1.1750631474976552e-38,4.2,80.05724449632,4.2,8.2
0.5,Existing DRL,2.430686531144583e-38,4.2,80.26322038299392,4.225939615987869,8.190462192089903
1.0,Existing DRL,5.012521954904135e-38,4.2,80.28462239661928,4.237010770800902,8.209996432167403
1.5,Existing DRL,1.0304886343248124e-37,4.2,80.29431512225483,4.233578861541035,8.239315083936699
2.0,Existing DRL,2.111979553307528e-37,4.2,80.2894019978124,4.247803003626415,8.242723098066818
2.5,Existing DRL,4.3151490120458e-37,4.2,80.36243306425312,4.250892746520921,8.252810432072765
3.0,Existing DRL,8.789445358187936e-37,4.2,80.63168780464369,4.2447125621081705,8.25630541962638
3.5,Existing DRL,1.7847883751484113e-36,4.2,80.63848745500893,4.224106024717844,8.253831576270047
4.0,Existing DRL,3.6130300323853646e-36,4.2,80.39797537217261,4.206685339246409,8.26021324740837
4.5,Existing DRL,7.291485213576366e-36,4.2,80.33305023848318,4.212804145325689,8.249569489194986
5.0,Existing DRL,1.4669658782553827e-35,4.2,79.8707982449041,4.2051487584647145,8.24239022922051
5.5,Existing DRL,2.9422773598041807e-35,4.2,80.10364622176465,4.2200522565424565,8.265877596195546
6.0,Existing DRL,5.883107614922186e-35,4.2,80.08519643034032,4.213193317384075,8.263686688007082
6.5,Existing DRL,1.1727071154673626e-34,4.2,80.11262510139322,4.175113015793847,8.266765354495313
7.0,Existing DRL,2.3304077333497262e-34,4.2,80.25325115602942,4.225433221851932,8.268024587927464
7.5,Existing DRL,4.616723343363617e-34,4.2,80.46852640685806,4.194736369910524,8.269320377168606
8.0,Existing DRL,9.117911502900016e-34,4.2,80.61910607748288,4.137097638031932,8.253831129506247
8.5,Existing DRL,1.7952150482346015e-33,4.2,80.36749746665288,4.124546001595094,8.250024124050181
9.0,Existing DRL,3.523685767548875e-33,4.2,80.27274569155502,4.148808900629233,8.253512822530688
9.5,Existing DRL,6.895050470861781e-33,4.2,79.97488315221648,4.160110876454134,8.242038378742532
10.0,Existing DRL,1.3450465400052846e-32,4.2,79.86276175844462,4.15574361887251,8.245288227096202
10.5,Existing DRL,2.6157531603528343e-32,4.2,80.07338003515963,4.167352864451414,8.225035447257259
11.0,Existing DRL,5.071258991223678e-32,4.2,79.7132981217226,4.142182049582947,8.246294849981954
11.5,Existing DRL,9.801542054526966e-32,4.2,79.73954439199636,4.147994420717947,8.248416403778558
12.0,Existing DRL,1.8885679252166216e-31,4.2,79.8283518660428,4.201552507397556,8.23949349613655
12.5,Existing DRL,3.627691908311167e-31,4.2,79.51416862951851,4.221777293699589,8.23442360105648
13.0,Existing DRL,6.9468475457927755e-31,4.2,79.44143308780825,4.1973377164762535,8.249497799371007
13.5,Existing DRL,1.326186872627722e-30,4.2,79.51685857576548,4.236758042662177,8.258498585530141
14.0,Existing DRL,2.5239530168261687e-30,4.2,79.76863088101196,4.246253038488093,8.259064723416909
14.5,Existing DRL,4.78869737991787e-30,4.2,79.82655608319642,4.2436161499646925,8.241884777008051
15.0,Existing DRL,9.057599306310713e-30,4.2,79.98079395854214,4.262368814799075,8.22632144778557
15.5,Existing DRL,1.7079234467860292e-29,4.2,79.77981088581951,4.245485452110498,8.204555323828856
16.0,Existing DRL,3.210578418169003e-29,4.2,79.8699723410316,4.247529009790949,8.209721192137527
16.5,Existing DRL,6.016691558435325e-29,4.2,79.76468996792212,4.221661617262824,8.204167181344504
17.0,Existing DRL,1.1240659681163615e-28,4.2,79.65379107766387,4.186956969555323,8.18612195709847
17.5,Existing DRL,2.093560113651594e-28,4.2,79.83202928282073,4.1722342224771625,8.187175104204425
18.0,Existing DRL,3.887215847662516e-28,4.2,79.77712583378094,4.168755656195434,8.161776790703545
18.5,Existing DRL,7.195342356220017e-28,4.2,79.67225665047789,4.16557350361108,8.153735011265882
19.0,Existing DRL,1.3277730624197738e-27,4.2,79.87259672276323,4.163947673587619,8.137587733622771
19.5,Existing DRL,2.4426195535774756e-27,4.2,79.72589758094082,4.167173972490474,8.134365504942718
20.0,Existing DRL,4.479684108455565e-27,4.2,80.05150245594785,4.155348996258767,8.14050613671834
20.5,Existing DRL,8.190275977336858e-27,4.2,80.32346661665609,4.132924432522937,8.151263092718562
21.0,Existing DRL,1.4928262616195027e-26,4.2,80.49295683262159,4.150195497233616,8.140631808785338
21.5,Existing DRL,2.7125614293287284e-26,4.2,80.31560133481786,4.165112825275416,8.115878399835077
22.0,Existing DRL,4.913709560409186e-26,4.2,80.3419440505777,4.199988165811887,8.107112086633567
22.5,Existing DRL,8.873582023108572e-26,4.2,80.3775153481563,4.198914624499556,8.110637550276588
23.0,Existing DRL,1.5975263801376018e-25,4.2,80.34231126833062,4.252475117731162,8.120107713473711
23.5,Existing DRL,2.86719145556399e-25,4.2,80.20991936089135,4.2169754560406085,8.121421687753488
24.0,Existing DRL,5.130089406446606e-25,4.2,80.23304201867629,4.233746869541879,8.146043476249867
24.5,Existing DRL,9.150667165501178e-25,4.2,80.33836510699427,4.227412912395495,8.134001338814846
25.0,Existing DRL,1.6271971288669636e-24,4.2,80.34080115856241,4.244621023917691,8.125519532030703
25.5,Existing DRL,2.8846103957668404e-24,4.2,80.21358200111771,4.244048177195157,8.12969624583504
26.0,Existing DRL,5.0979285496671616e-24,4.2,80.37617637728395,4.237149680285463,8.117776065780866
26.5,Existing DRL,8.981728213427777e-24,4.2,80.6077225795446,4.228564756732642,8.097317076476049
27.0,Existing DRL,1.5775591758050424e-23,4.2,80.41075885978076,4.232422327501079,8.084462794319439
27.5,Existing DRL,2.762300956524203e-23,4.2,80.62988479053102,4.214015401883012,8.083409381565119
28.0,Existing DRL,4.8218746199097946e-23,4.2,80.67686136002618,4.180671127271639,8.09342163750597
28.5,Existing DRL,8.391129394700477e-23,4.2,80.8572768124271,4.1852343747111505,8.094644089736123
29.0,Existing DRL,1.4557423203843056e-22,4.2,80.87759312243314,4.170579946449504,8.126733593125955
29.5,Existing DRL,2.517724361833868e-22,4.2,80.5897644356441,4.158103198143355,8.158446432771619
30.0,Existing DRL,1.0,5.2,76.57972413544623,4.898919630024821,8.218799836655906
30.5,Existing DRL,1.0,5.2,76.88834946576009,4.91272340889743,8.277898752099391
31.0,Existing DRL,1.0,5.2,77.40316314897042,4.910684074810852,8.320613056329544
31.5,Existing DRL,1.0,5.2,77.59697542095489,4.940408444582818,8.371323572186457
32.0,Existing DRL,1.0,5.2,77.71624533530095,4.986731326025639,8.400068617977995
32.5,Existing DRL,1.0,5.2,78.05194678226596,5.0135069862217545,8.46125179774012
33.0,Existing DRL,1.0,5.2,78.37687496566734,5.017571894932673,8.512225722206066
33.5,Existing DRL,1.0,5.2,78.61882849835457,5.015220914912953,8.57082699260934
34.0,Existing DRL,1.0,5.2,78.94632715879023,5.052064471872305,8.596695025160182
34.5,Existing DRL,1.0,5.2,79.28946571679566,5.08647696041107,8.652332134004642
35.0,Existing DRL,1.0,5.2,79.30707871543906,5.117904922684088,8.66904707910906
35.5,Existing DRL,1.0,5.2,79.55132205045601,5.105686478838891,8.71289758557344
36.0,Existing DRL,1.0,5.2,79.66231719891229,5.115484067759415,8.731368071127543
36.5,Existing DRL,1.0,5.2,79.83532520979414,5.145821135207552,8.7502819442371
37.0,Existing DRL,1.0,5.2,79.85886301824978,5.165730671327192,8.78481273189706
37.5,Existing DRL,1.0,5.2,79.82425726239462,5.153170094305146,8.81813381196816
38.0,Existing DRL,1.0,5.2,79.94987596912053,5.163553977066028,8.85602538796818
38.5,Existing DRL,1.0,5.2,79.81540777114013,5.160585636745744,8.864759134717836
39.0,Existing DRL,1.0,5.2,79.98635048187239,5.142475626009385,8.898669075922507
39.5,Existing DRL,1.0,5.2,80.08028968198845,5.126160787536843,8.93182782246579
40.0,Existing DRL,1.0,5.2,79.93185182047326,5.134465278230633,8.955104975135697
40.5,Existing DRL,1.0,5.2,79.78525080354399,5.12926251030862,8.966674508018373
41.0,Existing DRL,1.0,5.2,79.79076836083843,5.165370360129239,8.968069716181509
41.5,Existing DRL,1.0,5.2,79.70453314149611,5.113547920020768,8.985608502543677
42.0,Existing DRL,1.0,5.2,80.01752189539545,5.1212894291321005,8.970650530436373
42.5,Existing DRL,1.0000000000000002,5.2,79.70479654781548,5.147605593550556,8.994515620347993
43.0,Existing DRL,1.0000000000000002,5.2,79.82713845779811,5.147853522971051,8.999115068022073
43.5,Existing DRL,1.0000000000000002,5.2,79.69757714829977,5.158699577425822,9.009567898629127
44.0,Existing DRL,1.0000000000000004,5.2,79.65258291769052,5.160702093078425,8.998885226107296
44.5,Existing DRL,1.0000000000000009,5.2,79.72438303833702,5.193819279531452,9.01069932831995
45.0,Existing DRL,1.0000000000000013,5.2,79.46176633113905,5.231539882714982,9.023743233848219
45.5,Existing DRL,1.000000000000002,5.2,79.4330239802284,5.200853507635523,9.040870899978048
46.0,Existing DRL,1.000000000000003,5.2,78.9487928585611,5.198642131863536,9.04476704311147
46.5,Existing DRL,1.0000000000000049,5.2,78.68849901238603,5.2182885832458,9.047331489319689
47.0,Existing DRL,1.0000000000000075,5.2,78.82332319448057,5.2248698102174265,9.054266527790746
47.5,Existing DRL,1.0000000000000118,5.2,78.75799680069608,5.189796858078931,9.050488609058132
48.0,Existing DRL,1.0000000000000182,5.2,78.99836854802612,5.190899898395756,9.04078801883263
48.5,Existing DRL,1.0000000000000282,5.2,78.90214278872044,5.177938276621696,9.025428307503189
49.0,Existing DRL,1.000000000000043,5.2,79.05269369437342,5.175464938101897,9.027061088194516
49.5,Existing DRL,1.000000000000066,5.2,79.13037337701132,5.207435513311195,9.023059505144893
50.0,Existing DRL,1.0000000000001004,5.2,79.25321656851878,5.183617884559985,9.029079712479042
50.5,Existing DRL,1.0000000000001525,5.2,79.26272077785491,5.145763393190232,9.02890967275725
51.0,Existing DRL,1.0000000000002311,5.2,79.20625092131672,5.12614116649243,9.020253056906656
51.5,Existing DRL,1.0000000000003488,5.2,79.24328332882548,5.1201148996809716,8.995642999301381
52.0,Existing DRL,1.0000000000005251,5.2,79.31091166326944,5.104878666458729,9.014422681518088
52.5,Existing DRL,1.000000000000788,5.2,79.52594518766546,5.12571993197693,9.010319580989716
53.0,Existing DRL,1.0000000000011788,5.2,79.360168196277,5.145621236124973,8.9864920877917
53.5,Existing DRL,1.000000000001758,5.2,79.35790841892525,5.1639881512877945,8.996893188455156
54.0,Existing DRL,1.0000000000026137,5.2,79.76725578873922,5.19013391090736,9.00585602392995
54.5,Existing DRL,1.000000000003874,5.2,80.02092484112556,5.177910784706198,9.01461848574778
55.0,Existing DRL,1.0000000000057243,5.2,80.17806331247924,5.1675661331109195,8.995942213109613
55.5,Existing DRL,1.0000000000084324,5.2,80.21464974460143,5.185836463524422,8.971223691248024
56.0,Existing DRL,1.000000000012383,5.2,80.18369691354788,5.203928346141563,9.000170507403078
56.5,Existing DRL,1.0000000000181288,5.2,80.16014956616435,5.19317461738236,9.009573173017646
57.0,Existing DRL,1.0000000000264588,5.2,80.43444185579287,5.2176497435342695,9.005094713646491
57.5,Existing DRL,1.0000000000384974,5.2,80.53286201805439,5.221488885107526,9.012698092397269
58.0,Existing DRL,1.0000000000558409,5.2,80.61728188192502,5.247324491678512,9.00705267530599
58.5,Existing DRL,1.0000000000807479,5.2,80.56019124167221,5.268958685891019,9.00359763830507
59.0,Existing DRL,1.0000000001164047,5.2,80.41168515247392,5.220068534778434,9.038499629010913
59.5,Existing DRL,1.0000000001672897,5.2,80.60685575916888,5.214109378219206,9.054016882015375
60.0,Existing DRL,1.0000000002396776,5.2,80.51330337906407,5.180368095915027,9.051778831868589
60.5,Existing DRL,1.0000000003423304,5.2,80.42115169940024,5.179969002748724,9.061872895676018
61.0,Existing DRL,1.0000000004874419,5.2,80.36681474145932,5.152617409891329,9.059169405604734
61.5,Existing DRL,1.0000000006919265,5.2,80.13728797075886,5.115942680168035,9.053313600887702
62.0,Existing DRL,1.0000000009791667,5.2,80.29547633950544,5.155987975584019,9.054302309319407
62.5,Existing DRL,1.0000000013813795,5.2,80.14719949547165,5.163335082667432,9.071935322727052
63.0,Existing DRL,1.0000000019428035,5.2,80.09450833052023,5.177364467324739,9.102956712929046
63.5,Existing DRL,1.0000000027239824,5.2,80.23648682813739,5.173722973381632,9.124815275048766
64.0,Existing DRL,1.000000003807495,5.2,79.98435883064418,5.197155204762458,9.129376161395255
64.5,Existing DRL,1.0000000053055933,5.2,79.98329326533174,5.196734452469938,9.144415868075601
65.0,Existing DRL,1.0000000073703508,5.2,79.72862346635118,5.19900528130456,9.14780050427176
65.5,Existing DRL,1.00000001020709,5.2,79.5914365311471,5.144055100941389,9.17842711281976
66.0,Existing DRL,1.0000000140920873,5.2,79.40083829239093,5.185224444773295,9.194319335737395
66.5,Existing DRL,1.000000019395826,5.2,78.99986082362256,5.1813331595494025,9.209775675830434
67.0,Existing DRL,1.0000000266134286,5.2,78.91634048408729,5.2038040180344725,9.19347926754159
67.5,Existing DRL,1.0000000364043227,5.2,79.12395497097341,5.2613719584677865,9.188919498002155
68.0,Existing DRL,1.0000000496437604,5.2,79.18406177141519,5.25300081134693,9.194182162400908
68.5,Existing DRL,1.0000000674894627,5.2,79.31646027141886,5.246727734894629,9.184865323148268
69.0,Existing DRL,1.0000000914675096,5.2,79.50165479236107,5.241174881118543,9.211980776904214
69.5,Existing DRL,1.0000001235825986,5.2,79.76802431020425,5.24712238938058,9.23058108602257
70.0,Existing DRL,1.0000001664590368,5.2,80.11782410451522,5.251409406227351,9.232094762930238
70.5,Existing DRL,1.000000223520323,5.2,79.9741671191726,5.263113657020505,9.236332257388877
71.0,Existing DRL,1.0000002992169832,5.2,80.03375652020146,5.226826413902092,9.234686278691807
71.5,Existing DRL,1.0000003993144706,5.2,80.2288584650334,5.1918459684483285,9.217539490585144
72.0,Existing DRL,1.000000531255504,5.2,80.24332816852866,5.195456155377064,9.211494413877556
72.5,Existing DRL,1.0000007046142487,5.2,80.19458040749424,5.188312826755985,9.218657874877616
73.0,Existing DRL,1.000000931663293,5.2,80.26001151155269,5.217575329594629,9.2061222403906
73.5,Existing DRL,1.0000012280785147,5.2,80.31944897053275,5.179525471614746,9.227621447698246
74.0,Existing DRL,1.0000016138117267,5.2,79.93565258171117,5.149775732647507,9.213870190717799
74.5,Existing DRL,1.000002114166492,5.2,80.07721389554908,5.145033075084199,9.192210458222178
75.0,Existing DRL,1.0000027611187725,5.2,80.19189548206559,5.132265497722492,9.209086156076134
75.5,Existing DRL,1.0000035949311479,5.2,80.29845056447566,5.17857578391036,9.177845700027477
76.0,Existing DRL,1.0000046661172783,5.2,80.22213107157111,5.163719933538327,9.171911921730878
76.5,Existing DRL,1.000006037822039,5.2,80.45123285924626,5.179932296306998,9.155810967466929
77.0,Existing DRL,1.0000077886923797,5.2,80.59713800488954,5.227634307967938,9.16792885737011
77.5,Existing DRL,1.0000100163243482,5.2,80.66971233308517,5.203010655471826,9.161128622976179
78.0,Existing DRL,1.0000128413827973,5.2,80.46978224017502,5.173654564761387,9.177772877233712
78.5,Existing DRL,1.000016412501932,5.2,80.66577401218666,5.184521941667872,9.1711086044093
79.0,Existing DRL,1.0000209120868073,5.2,80.42734890227888,5.163152884863427,9.21034346652254
79.5,Existing DRL,1.000026563147924,5.2,80.45554926865294,5.182224066089493,9.176229314928326
80.0,Existing DRL,1.00003363731277,5.2,80.21260377480927,5.197556334628076,9.185159661620343
80.5,Existing DRL,1.0000424641691403,5.2,80.29100663727765,5.186899926355021,9.168908716870575
81.0,Existing DRL,1.0000534421047045,5.2,80.23392517873137,5.198990900261337,9.163131713508617
81.5,Existing DRL,1.000067050814999,5.2,80.10582184324738,5.177780732304757,9.16926739791535
82.0,Existing DRL,1.0000838656569757,5.2,80.05192166651628,5.121423029004892,9.14311910723764
82.5,Existing DRL,1.000104574026606,5.2,79.64321299481543,5.123066079324008,9.125130540724946
83.0,Existing DRL,1.000129993935814,5.2,79.62736727877633,5.09687447832929,9.106454368240682
83.5,Existing DRL,1.000161094955142,5.2,79.28087455633741,5.116401735846046,9.072826309274348
84.0,Existing DRL,1.000199021672874,5.2,79.28593461423927,5.121341463370654,9.063350937007321
84.5,Existing DRL,1.000245119797651,5.2,79.2532651685917,5.109898653029885,9.056363191024046
85.0,Existing DRL,1.0003009649987071,5.2,79.25789672984263,5.098241470939781,9.061926242248353
85.5,Existing DRL,1.0003683945344832,5.2,78.88913375210367,5.117373006491533,9.055331983785441
86.0,Existing DRL,1.000449541665462,5.2,78.94106401594206,5.132159444818423,9.070227834837358
86.5,Existing DRL,1.0005468727795457,5.2,79.13790859816262,5.136424857247815,9.071197386234644
87.0,Existing DRL,1.0006632270774112,5.2,79.01661703115856,5.126755141495942,9.088782179010149
87.5,Existing DRL,1.000801858570437,5.2,79.01763318796927,5.172424662173948,9.059814507894933
88.0,Existing DRL,1.000966480034868,5.2,79.18226618652618,5.168629057633663,9.082967956245747
88.5,Existing DRL,1.0011613084430833,5.2,78.99442493106541,5.184801239455886,9.05927010561398
89.0,Existing DRL,1.0013911112569485,5.2,78.87019778076566,5.205061757342543,9.055212949161309
89.5,Existing DRL,1.0016612528206854,5.2,78.94917649528398,5.251918785685555,9.074148194983223
90.0,Existing DRL,0.3519777399334825,4.65,81.6192221164824,4.867768257356442,9.068263001584254
90.5,Existing DRL,0.35234726551810247,4.65,81.60024342745128,4.854211000484677,9.02862154343502
91.0,Existing DRL,0.35277724913456054,4.65,81.40625074047476,4.831027931018164,8.997492487250055
91.5,Existing DRL,0.35327587292204,4.65,81.46442085295747,4.829419555200355,8.972630236624463
92.0,Existing DRL,0.35385211139279715,4.65,81.47462900110503,4.793435066755706,8.963121044446481
92.5,Existing DRL,0.3545157533549453,4.65,81.430561273781,4.762608594530264,8.944138863929714
93.0,Existing DRL,0.35527741411341773,4.65,81.17543297279846,4.740075946096526,8.892452541993602
93.5,Existing DRL,0.3561485359974309,4.65,81.07133765949361,4.771595035888932,8.885714827763548
94.0,Existing DRL,0.3571413751961376,4.65,81.06027695417707,4.743763075253619,8.87437344575058
94.5,Existing DRL,0.35826897285984916,4.65,81.00272376487392,4.746087861818178,8.86088320820283
95.0,Existing DRL,0.35954510845013393,4.65,80.97630679366664,4.735901389236312,8.859028611786913
95.5,Existing DRL,0.36098423340585184,4.65,80.9067924480918,4.682710462101748,8.842789579227288
96.0,Existing DRL,0.36260138334068837,4.65,80.97422940629397,4.683972779695189,8.84849149126816
96.5,Existing DRL,0.3644120672068869,4.65,80.97295565441172,4.667141299833076,8.832402745024813
97.0,Existing DRL,0.3664321321541326,4.65,80.64698824597059,4.651949746087594,8.816686935740039
97.5,Existing DRL,0.36867760318460613,4.65,80.48208810087652,4.6371794279434715,8.822072394441745
98.0,Existing DRL,0.3711644971556325,4.65,80.13899117808099,4.676570063413999,8.788794254130694
98.5,Existing DRL,0.3739086112081346,4.65,80.10119093486124,4.667251247357714,8.781273119399316
99.0,Existing DRL,0.376925286297508,4.65,79.98803914297095,4.696959379140453,8.764139447885691
99.5,Existing DRL,0.380229147165786,4.65,79.99807891308637,4.720394159314291,8.772997668573703
100.0,Existing DRL,0.3838338208091532,4.65,80.3612269943808,4.747978282168933,8.79264017787595
100.5,Existing DRL,0.38775163624887726,4.65,80.07358650987804,4.720104004108829,8.782547886216248
101.0,Existing DRL,0.39199330918938335,4.65,79.83707090474749,4.698467786651566,8.756373535627763
101.5,Existing DRL,0.39656761592442524,4.65,79.71370295777395,4.734768553330941,8.76999191865252
102.0,Existing DRL,0.4014810616085497,4.65,79.51423903460348,4.745334693844702,8.787059737469281
102.5,Existing DRL,0.4067375487217398,4.65,79.35527600148981,4.731475573520853,8.77168345409154
103.0,Existing DRL,0.412338052194324,4.65,79.51258496528368,4.709132529415943,8.77534059464215
103.5,Existing DRL,0.4182803082004446,4.65,79.54444429048354,4.701467878506398,8.758791261464376
104.0,Existing DRL,0.4245585240453554,4.65,79.6574479727256,4.6642613542322495,8.753933310322736
104.5,Existing DRL,0.4311631168395874,4.65,79.93150016710214,4.643709291564063,8.733838342182537
105.0,Existing DRL,0.43808048874887423,4.65,79.93110048917045,4.633960383913324,8.718672725286018
105.5,Existing DRL,0.4452928465132481,4.65,80.17578548171997,4.58679332994468,8.724549165525323
106.0,Existing DRL,0.4527780726267968,4.65,80.29191861944238,4.622180176100805,8.728009867852455
106.5,Existing DRL,0.4605096550513309,4.65,80.25706265944407,4.6190387210123625,8.710596309158797
107.0,Existing DRL,0.46845668159884096,4.65,80.32607688180006,4.631036690725672,8.722218181459374
107.5,Existing DRL,0.4765839041620251,4.65,80.09580726408849,4.616930266329387,8.719109365144023
108.0,Existing DRL,0.4848518768094066,4.65,79.93036592129762,4.5676615209357285,8.732498277012795
108.5,Existing DRL,0.4932171704091233,4.65,79.85479492026336,4.6182384508358405,8.734147052685636
109.0,Existing DRL,0.5016326649281584,4.65,79.77233820333285,4.6608046531471485,8.717274327576256
109.5,Existing DRL,0.5100479189034482,4.65,79.83947664298277,4.663844595533743,8.696604754733658
110.0,Existing DRL,0.5184096138361817,4.65,80.10270018186354,4.685350180571825,8.689544894222072
110.5,Existing DRL,0.5266620694644291,4.65,80.25345213505508,4.661611067853862,8.68243449879388
111.0,Existing DRL,0.5347478240700771,4.65,80.18614849149104,4.664520404374019,8.67421424953375
111.5,Existing DRL,0.542608272224844,4.65,80.28630013572766,4.6836093117836946,8.667120246301081
112.0,Existing DRL,0.550184350729202,4.65,80.31757890001708,4.667218597325058,8.670205093546915
112.5,Existing DRL,0.5574172619991782,4.65,80.35718964717319,4.658656770565722,8.677380385988577
113.0,Existing DRL,0.5642492228588197,4.65,80.26640528759611,4.681880929088439,8.686858883617491
113.5,Existing DRL,0.5706242256461489,4.65,80.05980378033858,4.7044830724925095,8.65601649595874
114.0,Existing DRL,0.5764887977773774,4.65,80.05789778075466,4.688101399312468,8.631453267434583
114.5,Existing DRL,0.5817927454703087,4.65,79.93686536758918,4.685204187137764,8.605612557532297
115.0,Existing DRL,0.5864898672266914,4.65,79.60471082005763,4.637698850922964,8.60346715144906
115.5,Existing DRL,0.5905386229283645,4.65,79.35712938451566,4.643798843099753,8.610824743820826
116.0,Existing DRL,0.5939027450162114,4.65,79.7077558688368,4.629023442541717,8.603378109088322
116.5,Existing DRL,0.596551779185979,4.65,79.77364458033126,4.591539102624565,8.61440065763097
117.0,Existing DRL,0.5984615433316103,4.65,79.39413254317738,4.595776328567646,8.611973245068075
117.5,Existing DRL,0.5996144950648824,4.65,79.42253878957396,4.55543902654069,8.60330116153887
118.0,Existing DRL,0.6,4.65,79.17097604347875,4.583925286943494,8.614900434230217
118.5,Existing DRL,0.5996144950648824,4.65,79.29408494782955,4.583784128054752,8.642393193003963
119.0,Existing DRL,0.5984615433316103,4.65,79.37889281766546,4.6035493297987715,8.652987039339092
119.5,Existing DRL,0.596551779185979,4.65,79.68744778662766,4.592651836230152,8.630910884384157
120.0,Existing DRL,0.5939027450162114,4.65,79.37923702463091,4.6446718971661065,8.62624286604313
120.5,Existing DRL,0.5905386229283645,4.65,79.47158985120286,4.661952239866498,8.637096786008913
121.0,Existing DRL,0.5864898672266914,4.65,79.38012501715154,4.675455174844632,8.654026713721302
121.5,Existing DRL,0.5817927454703087,4.65,79.23571608722203,4.6542115545788505,8.653394721476879
122.0,Existing DRL,0.5764887977773774,4.65,79.23729943877312,4.676296400520067,8.649528753208921
122.5,Existing DRL,0.5706242256461489,4.65,79.01555996240972,4.655413725439618,8.646806140857947
123.0,Existing DRL,0.5642492228588197,4.65,79.25683554239365,4.641671912265005,8.647579620047209
123.5,Existing DRL,0.5574172619991782,4.65,79.13637373588024,4.648269862909541,8.640845680045155
124.0,Existing DRL,0.550184350729202,4.65,79.47055061986252,4.693590604707157,8.65450385875319
124.5,Existing DRL,0.542608272224844,4.65,79.5192183500353,4.70443240171617,8.666968546690198
125.0,Existing DRL,0.5347478240700771,4.65,80.05710513781449,4.728145031908711,8.662866837950334
125.5,Existing DRL,0.5266620694644291,4.65,80.14616927281863,4.70509525993002,8.669632307322665
126.0,Existing DRL,0.5184096138361817,4.65,80.31198415103043,4.666030471814973,8.691716110288654
126.5,Existing DRL,0.5100479189034482,4.65,80.59465371965535,4.673343405134596,8.707464497270355
127.0,Existing DRL,0.5016326649281584,4.65,80.64562201376253,4.683695913831564,8.717644642154333
127.5,Existing DRL,0.4932171704091233,4.65,80.72328523549511,4.6454583139577945,8.69183759638621
128.0,Existing DRL,0.4848518768094066,4.65,80.78631123594005,4.64361460198917,8.727366263237759
128.5,Existing DRL,0.4765839041620251,4.65,80.85574056779616,4.618003760026204,8.7273756875368
129.0,Existing DRL,0.46845668159884096,4.65,80.81576800531876,4.6126378988278525,8.73677637685098
129.5,Existing DRL,0.4605096550513309,4.65,80.9261114369806,4.627282872045484,8.735956763274645
130.0,Existing DRL,0.4527780726267968,4.65,80.59819588093346,4.6118203331922,8.737274736581595
130.5,Existing DRL,0.4452928465132481,4.65,80.71838618547478,4.643874225516555,8.7270948291865
131.0,Existing DRL,0.43808048874887423,4.65,80.55215909600018,4.663725084718662,8.705193985419976
